registration_no,subject_content,action_name,date_of_action,org_name,org_name2,remarks,id
AYUSH/E/2019/00827  ,Sir I have been getting notices from the Income Tax Office of the Dy. Commissioner of Income Tax Centralized Processing Center Post Bag No. * Electronic City Post Office Bangalore-****** for the A.Y   ****-**.For the year A.Y ****-****  my company (employer) Kingfisher Airlines has been deducting tax at source (TDS) and they have not paid to your department why am I being  harassed for the same and threatening notices of imprisonment is this the way to treat the honest tax paying citizens I get into depression on receiving such notices.I have responded every time I get a notice from you with a letter attached from my company which says that they have deducted TDS and are responsible for settling my taxes for the above period.I once my TDS has been deducted from my salary. I cannot pay double tax hence I earnestly request the income tax department to STOP  sending for the notices.,TAKEN UP WITH SUBORDINATE ORGANISATION,22-10-19,CCIT TDS,CIT TDS BANGALORE, The grievance is forwarded for necessary action.,261
AYUSH/E/2019/00837  ,This is to inform that I have applied for passport on behalf of my father and mother vide File no.  CA**C********** and CA**C********** on **/**/**** respectively. And the police verification is also completed. But till today on **.**.**** the passport is not dispatched.,TAKEN UP WITH SUBORDINATE ORGANISATION,22-10-19,Ministry of External Affairs,"Regional Passport Office, Kolkata",  Kindly look into this matter and take appropriate action.,263
AYUSH/E/2019/00840  ,Dear sirPlease find attached the file againest my previous grievance no. MOLBR/E/****/*****,TAKEN UP WITH SUBORDINATE ORGANISATION,22-10-19,Employees Provident Fund Organisation (Head Office),"EPFO, Regional Office, Jaipur", ,265
AYUSH/E/2019/00843  ,SIRI HAVE SUBMITTED MORE THAN ** APPLICATION DT. **.**.**** WAS MY *ST APPLICATION REGARDING SENIORITY AND PAY FIXATION BUT NO RESPONSE BY PERSONNEL DEPARTMENT HEADQUARTER (PCPO OFFICE SECR/BILASPUR) OFFICE UP TO TILL DATE. SIR PLEASE LOOK MY GRIEVANCE PLEASE.,TAKEN UP WITH SUBORDINATE ORGANISATION,24-10-19,South East Central Railway,Chief Personnel Officer, For necessary action at your end please.,271
AYUSH/E/2019/00848  ,I have already registered several complaints against the BSNL authorities (service provider) for their poor response in attending the broadband failure. I once again request to you to do needful to cause the BSNL authorisation to resolve and restore the broad connectivity at the time earliest. My telephone no is **** *******.I have been paying Rs. ***/-monthly for the unlimited. Connectivity. Unfortunately no network for the last three weeks. Lodged several companies. No response from the concerned. Pray for early action.,TAKEN UP WITH SUBORDINATE ORGANISATION,22-10-19,Kerala Telecom Circle,KOZHIKKODE, The action may be taken in the matter and a reply duly approved by unit head concerned be sent to the complainant directly and uploaded in the portal also. Further it is requested to verify the redressal of the grievance from the complainant his satisfaction/feedback should be taken and write the name and designation of the executive who has spoken and verified from the complainant with date and time.,277
AYUSH/E/2019/00867  ,To      The PMO     Govt of India     South Block     New Delhi- ******Sub: Intimation regarding continous harrasment by Branch manager Allahabad bank Dudhpatil Branch Dist- Cachar Asssam. Ref: PMOPG/D/****/*******. PMOPG/D/****/*******I fullfil all the bank criteria regarding dairy loan  and submitted all the documents dated on *st week of September  but till now no reply from bank side after that I visit bank for three times but branch manager replied me that I will update your loan within September month  but till now  I could not get my loan.            So sir please take some necessary action regarding my loan.          Yours faithfully   Bhubaneswar KalwarAddress: Chuto Dudh Patil part-* Dist- Cachar Assam ******,TAKEN UP WITH SUBORDINATE ORGANISATION,23-10-19,Department of Financial Services (Banking Division),Allahabad Bank, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,279
AYUSH/E/2019/00869  ,Dear SirPlz ensure the operator Shouldn issue any sim without proper verification.Lot of persons getting trapped from banking fraud calls everyday. Not of every citizen are so educated to not get in trapped. Every day we hear about trapping of fraud calls of indians (you have the data).As you Govt. plz take strigent action to  the telecom operators  and the issuing agents  at least * percent of fraud to the operator. Sir I will take it in social media also. (example-********** fraud from P N Pradhan on **.**.****). If you dont punish operation they will issue randomly to make there buziness. As of Govt Sir You should take care of Citizens first then to our GDP . ( telecom operators  and the issuing agents) are should be scrutinized.  Sir If not Poor citizens will loose there hard earned money with the help of the operators.Please as of Indian citizen take care of other Poor Indians.Praween Kumar Pradhan,TAKEN UP WITH SUBORDINATE ORGANISATION,23-10-19,Department of Financial Services (Banking Division),Reserve Bank of India, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,281
AYUSH/E/2019/00871  ,R/SIR IN LAST CP GRAM NO. DEABD/E/****/***** ( I HAVE CLEAR MY SBI CAR LOAN ACCOUNT NO. *********** AND CLEARED ON **-**-****. AND I AM GOING TO THE BRANCH FOR RECEIVING FORM ** . I AM GONE MANY TIMES BUT THEY ISSUED ON **-**-****. AND I DEMAND NOC OF THE LOAN BUT MR. KESHAV ( DEALING CLERK ) AND THE MR. KESHAV NOT GIVE PROPER DOCUMENT AND TELLING I HAVE NO TIME . AFTER CLOSING THE LOAN THE REFUSED TO GIVE DOCUMENTS. )   I HAVE DEMAND THE NOC OF THE LOAN BUT BANK NOT ISSUED . I HAVE RECEIVED THE LETTER  AND BANK NOR ISSUED THE NOC . I HAVE DEPOSIT A LETTER IN THE BANK THROUGH SDM REGISTRATION AUTHORITY JIND THE NOC OF LOAN IS BY MAIL . BUT THEY NOT DONE IT.  AND ALSO NOT GIVE DOCUMENTS . BANK EMPLOYEE IS  NOT SUPPORT ANY KIND OF HELP.,TAKEN UP WITH SUBORDINATE ORGANISATION,23-10-19,State Bank of India,SBI LHO CHANDIGARH, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR,285
AYUSH/E/2019/00886  ,my cghs ben id is *******  some medicines shown issued to me on ** Oct **** and Indent medicine on ** Oct **** where as no medicine has been issued to me I visited my dispensary on ** Oct **** for some clinical tests but not medicine has been issued to me.  Now today I have again received msg regarding issuance of indented medicines,TAKEN UP WITH SUBORDINATE ORGANISATION,25-10-19,CGHS Delhi,cghs office Northzone, Please look into the matter.,289
AYUSH/E/2019/00889  ,I am beneficairy of CGHS availing  facility for self  and family  at CGSH Well Ness Centre -** KAMLA NEHRU NAGAR  GHAZIABAD which caters the needs of  beneficiaries in large swathes of municipal limits of  Ghaziabad especially in ciss-  hindon area . Since last five days that means almost a week the internet facility is marred  by interruptions/ disruptions  are with no streaming of data in computers of Centre  . There is serpentine que from the morning  itself inside the dispensary  and hundreds of beneficiaries literally wait patiently for hours together  for getting their C.G.H.S. card punched / registered for assigning to the particular doctor. At the end of the day patients are going back to their home empty  handed i .e. without medicines or being consulted by doctor.  This problem is not new at this well ness centre but a common place . The internet facility  more often than not is  plaqued by disruptions/ interruption  or no facility at all  at this centre.  It is earnestly requested that patients may not be made to suffer in silence and agony for such log time with internet facility full of glitches to have consultation and medicines.,TAKEN UP WITH SUBORDINATE ORGANISATION,28-10-19,CGHS Delhi,CGHS Office East Zone, pl look into the matter.,293
AYUSH/E/2019/00895  ,Water stagnant near Nagloi Railway station. Sewerage water is running on main station road. Garbage dumped all over area. No cleaning ever done.,TAKEN UP WITH SUBORDINATE ORGANISATION,25-10-19,NorthenRailway Delhi Division,ENGINEERING BRANCH, Forwarded for action and reply,301
AYUSH/E/2019/00896  ,Its been * months since I have submitted my bank documents to IGNOU. I havent received my IGNOU registration money back as part of the ST category.my roll no.is-*********-course B.A,TAKEN UP WITH SUBORDINATE ORGANISATION,30-10-19,Indira Gandhi National Open University,STUDENT REGISTRATION DIVISION, ,303
AYUSH/E/2019/00919  ,Why government discriminate bank officers and other Central Government Officers  when we talk in terms of their salaries.* . Why minimum wage act is not applicable for bank employee and officers .Why government  and RBI does monitor the strength of the staff sanctioned and present at the public sector banks.,TAKEN UP WITH SUBORDINATE ORGANISATION,31-10-19,Department of Financial Services (Banking Division),IR Section Deptt. of Financial Services, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,305
AYUSH/E/2019/00927  ,शिकायतकर्ता द्वारा बताया गया कि आवेदक का नाम सूरज बाई बैंक का नाम सेंटल बैंक बैंक शाखा का नाम संजीत है शिकायतकर्ता जी को पास बुक नहीं मिल रही है शिकायतकर्ता जी को काफी समस्या आ रही है कृपया समस्या का जल्द से जल्द निराकरण किया जाए .,TAKEN UP WITH SUBORDINATE ORGANISATION,31-10-19,Department of Financial Services (Banking Division),Central Bank of India, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,307
AYUSH/E/2019/00932  ,Any Central Government employee who working and leaving Non-CGHS area he is suffering any disease how can take benefit of CGHS as Central Government employee or any CGHS empanelled hospital,TAKEN UP WITH SUBORDINATE ORGANISATION,30-10-19,Department of Health & Family Welfare,Director CGHS, ,309
AYUSH/E/2019/00936  ,ToReserve bank of indiaNew DelhiSirI HAVE WITHDRWAL RS.*****/- DATED : **/**/**** THROUGH THE ATM  AMOUNT HAVE NOT BE RECEIVED BUT AMOUNT CREDIT IN MY SAVING ACCOUNT . I REGISTERED MY COMPLAIN  IN BANK OF INDIA  BRANCH - ADITYAPUR BECAUSE * MONTH WAS CROSSED BUT MY AMOUNT NOT BE REFUND. SO PLEASE LOOK INTO THE MATTER AND SOLVE MY PROBLEM REFUND MY FUND AS EARLIEST.THANKING YOUACCOUNT HOLDER NAME:- CHANDRABATI DEVIACCOUNT NO:- ***************,TAKEN UP WITH SUBORDINATE ORGANISATION,31-10-19,Department of Financial Services (Banking Division),Bank of India, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,311
AYUSH/E/2019/00939  ,Dear all please help me i cant withdrawal my amount because my last working date not mention my PF account.so please mentioned my last working day thank you,TAKEN UP WITH SUBORDINATE ORGANISATION,31-10-19,Employees Provident Fund Organisation (Head Office),"EPFO, Regional Office, Thane", ,313
AYUSH/E/2019/00940  ,Dear Sir I have taken home loan from Bank of india on **.**.**** also Applied for Pradhanmantri awas yojna but * year Six month I did not receive  our loan  A/C No - *************** kindly do the needful.,TAKEN UP WITH SUBORDINATE ORGANISATION,31-10-19,Department of Financial Services (Banking Division),Bank of India, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,315
AYUSH/E/2019/00943  ,Dear sir/madamWith reference to reply against Complaint (DEABD/E/****/*****) which I have received on **-Oct through the e mail from the SBI executive and same has confirmed that issue related to communication address has been resolved & updated as per Adhaar card moreover ATM card will be delivered shortly through the registered post. As of now my query is same as before neither they have updated my address (Please find attachment of internet banking profile) nor sent me the ATM card as they had mentioned in a reply e-mail. I am stating below my correspondence address.Anil Kumar S/o Shri khyali ramH.no. */* Ambedkar colony Chhawani Naurangabad AligarhMy grievance is not resolved and now my concern is that if SBI officials are not resolving properly even after the intervention of centralizing authority of public grievance how can a common person expect to even consider by SBI officers as it is proved in my case. Hence punitive action is required against faulty officials.RegardsAnil KumarNRE A/C No: ***********,TAKEN UP WITH SUBORDINATE ORGANISATION,31-10-19,Department of Financial Services (Banking Division),State Bank of India, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,317
CBODT/E/2019/07072  ,Respected Sirwith regard to my previous request related to reference no DARPG/E/****/***** DATED ****/**** i have requested for refund of income tax instead income tax office has raised demand for pending income tax for A.Y ****-******-** and ****-** after submitting the Form no ** the Assessing officer reported that for A.y ****-** and A.Y****-** the net amount payable is NIL. However even after submitting form no ** for A.Y ****-** net amount payable ( demand by income tax office )is  Rs.*****/-which is wrong. in this case i have not received any demand notice neither have they communicated the reason for raising the demand  So i would like to request the IT office to serve demand notice of Rs.*****/-.as per the form no ** issued to me by my employer (Syndicate Bank) for A.Y ****-** my tax liability is NIL and  i am not eligible to pay any tax on my income .As a result Form no ** AS cannot be generated . I have already hand over the copy of  Form no ** to income tax office. i would request you to instruct  income tax office to refund back the excessive income tax i have paid to them.Thank you,TAKEN UP WITH SUBORDINATE ORGANISATION,04-04-19,"Commissioner of Income Tax, PUNE-II",ADDL CIT RANGE 4 PUNE, ** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए।,319
CBODT/E/2019/07078  ,Respected Sir/MadamOur Online remittance of RTGS of Rs. *******/- incorrectly remitted to M/s. SHREEJI TRADING CO. RAJKOT instead of  the actual supplier being M/S. SHREE TRADING CO. DELHI from our CC Account held with M/s. Oriental Bank of Commerce Kilpauk Branch Chennai_Bank Account of Incorrect Recipient M/s. Shreeji Trading Co. Rajkot Blocked by IT Department and appropriated towards their IT Arrears_Request to Refund our incorrectly sent RTGS of Rs. *******/- from such Blocked Account.,TAKEN UP WITH SUBORDINATE ORGANISATION,01-04-19,CHIEF COMMISSIONER OF INCOME TAX AHMEDABAD,DGIT INVESTIGATION, Kindly look into the matter and upload the status report at the earliest. PAN of M/s Shreeji Trading Company is AAMPL****F jurisdiction lies with CC-* Rajkot.,326
CBODT/E/2019/07080  ,DEAR SIR/ MADAMMY COMPLAINT IS RELATED TO DEFAULT OF TDS DEPOSIT BY MY PREVIOUS EMPLOYER - SAHARA INDIA PARIWAR LUCKNOW. (TAN-LKNS*****A).PLEASE ADVISE CONCERNED INCOME TAX OFFICIALS IN LUCKNOW TO LOOK INTO MY CASE AND PROVIDE NECESSARY REMEDY.REGARDSGAURAV,TAKEN UP WITH SUBORDINATE ORGANISATION,30-04-19,RANGE TDS LUCKNOW,DCITTDSL, ** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।,327
CBODT/E/2019/07081  ,The refund for the A.Y. ****-** A.Y. ****-** has been adjusted against the demand for the A.Y. ****-**The demand for the A.Y. ****-** has been quashed by the department. The assessee has filed grievance vide ack no. *************** dated **.**.**** for the same and asked for the refund for the A.Y. ****-** along with interest applicable on it.Till now no action has been taken against the grievance filed.  it is requested you to please look into the matter.,TAKEN UP WITH SUBORDINATE ORGANISATION,03-04-19,RANGE 3 GURGAON,CIRCLE 3 GURGAON, Please look into the matter and take action immediately.,328
CBODT/E/2019/07082  ,I have been deducted of Rs **** as TDS for FY ****-** AY ****-** by my employer DG ITBP (TAN-DELI*****C) and same has been mentioned in form **. but when reconciling with Form **AS The amount of TDS shows amount is nil. Please do needful for reconciliation of  the same. Thanking you.,TAKEN UP WITH SUBORDINATE ORGANISATION,04-04-19,JCIT RANGE74 DELHI,CIRCLE 74 1,Kindly redress the grievance within ** days time limit prescribed from the date of filing of grievance.,330
CBODT/E/2019/07084  ,My Name is Promila Mittal and this is regarding my ITR for AY ****-**. Issue is that from past few years someone else was showing salary against my PAN number and their salary TDS was showing in my **AS. This was mainly due to the same PAN assigned to two person. I contacted the concerned party and they got it corrected for all other years except FY ****-** (AY ****-**). This TDS has been deducted by Block Chief Medical Officer Churu Rajasthan TAN number JPRB*****C. I never visited OR worked there. We always lived and are living in Ghaziabad U.P. Because of this wrong TDS issue my ITR for AY ****-** was responded with intimation u/s ***(*) with a tax due of *****/-.I contacted their employee Promila Jat who was alloted same PAN number at her mobile no. ********** but no rectification has been done for AY ****-**. I also contacted CM&HO for churu at ****-******* Mr. Kamal (Account Officer) at ********** and other account officer Mr. Narayan at ********** to revert the TDS for AY ****-** from my PAN and add it to the correct PAN of their employee but I received no help from their side.I also sent an email to NAGOUR.DCIT@incometax.gov.in asking them to transfer my PANs ITR to Ghaziabad office so that I can visit Income Tax office in Vaishali Ghaziabad to seek help regarding my case. I sent them * reminder emails also but have not received a single reply from their side.I never did a job and never received a salary. I am following up on this from many months and have received no output. Please help resolving this ASAP. I am attching the email correspondance with NAGOUR.DCIT@incometax.gov.in.Few details as needed:My PAN: AWLPP****KAddress: FF-* Plot No. *** Sector-* Vaishali Ghaziabad - ****** (U.P.)TAN of wrong TDS deductor: JPRB*****CTAN deductor contact details: ****-******* ********** **********Contact of their employee whose TDS is shown in my **AS: ********** (Promila Jat).ThanksPromila Mittal,TAKEN UP WITH SUBORDINATE ORGANISATION,12-04-19,Commissioner of Income Tax JODHPUR II,RANGE NAGAUR, Kindly examine the issue and take necessary action to dispose off the Grievance within prescribed time limit and upload the status report with documentary evidences.,333
CBODT/E/2019/07086  ,NON RECEIPT OF INCOME TAX REFUND RS.*****/-FOR A.Y.***-****NON RECEIPT OF INCOME TAX REFUND RS.*****/-FOR A.Y.****-**,TAKEN UP WITH SUBORDINATE ORGANISATION,05-04-19,ADDL CIT 17 3,Income Tax Officer 17 3 2, As per PAN the jurisdiction over the case lies with Ward-**(*)(*) Mumbai. Kindly settle the grievance within the time limit of ** days and upload an interim report within * days i.e. by **.**.****.,336
CBODT/E/2019/07087  ,Pl refer to my complain no CBODT/E/****/***** dt **/*/** which is not yet resolved. It is a case where my IT refund for the Financial year **-** was stopped and adjusted with TDS not deposited by my employer against **-** Returns. As a result both of my returns are in Limbo and nearly Rs * Lakh of Refund stopped. Pl refer to the high court judgement of Gujarat High court in Sept ****  which clearly states that TDS credit has to be given to the assesse even if Gov has not got the same.  There are * previous High court judgement saying the same thing. Inspite of that  you refuse to comply as if CBDT does not fall under Indian Constitution. PL RESOLVE MY CASE AND PROCESS THE REFUND FOR BOTH THE YEAR. I AN IN SEVERE FINANCIAL DISTRESS AND NEED THE FUNDS URGENTLY. there is no point having a complain resolution platform if it behaves exactly like the original defaulter.                                                                                                                                                                                                                                                   (https://thetaxtalk.com/****/**/**/landmark-judgement-tds-credit-need-to-be-given-even-if-tds-is-not-deposited-by-the-deductor/(,TAKEN UP WITH SUBORDINATE ORGANISATION,30-04-19,RANGE TDS LUCKNOW,DCITTDSL, ** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट सीपीजीआरएएमएस पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।,337
CBODT/E/2019/07089  ,Dear Sir I have worked in a organisation named Alfaraa infra Projects Pvt. Ltd whose PAN No: AAJCA****D and TAN NO: MUMA*****D are respectively. During my tenure I have received the salary after deducting the required TDS Amount. However the TDS deducted from my salary for the period of April **** to July **** not deposited to Income Tax Department. Hence request your kind intervention on the same since the amount was deducted and not paid to IT Department and request to give a relief on the same. Request you to do the needful.RegardsPrasad. R,TAKEN UP WITH SUBORDINATE ORGANISATION,04-04-19,Addl. Commissioner of Income Tax TDS 1.1,DEPUTY COMMISSIONER OF INCOME TAX TDS 1.1, The grievance should be redressed within the time limit of ** days and an interim report should be uploaded by **.**.****.,340
CBODT/E/2019/07091  ,"I Mohammad Tariq Khan respectfully submit that I am entitled to refund of INR ***** which is not released till date. Further please note that while processing the revised return of income interest under section ***B of the Income Tax Act **** has been erroneously levied. In view of the above rectification petition was filed on * February **** ** May **** and ** August **** to vacate the erroneous interest levied under section ***B of the Act and release the refund of INR ***** due to me. However the said refund has not been released to me yet.In this regard please find below the grievance petition for the Assessment Year ****-**.Further I respectfully submit the following documents for your kind perusal-*.	Copy of submissions filed on * February **** ** May **** and ** August **** *.	Return of Income along with computation of income and taxes thereon for the previous year ****-** and*.	Copy of Form ** for the assessment year ****-**Also inspite of the regular follow ups the refund of INR ***** has not been issued to me till now the same is causing undue hardship to me. Hence I request you to issue the refund to me favouring the following bank account of mine and also send the refund cheque to the address mentioned below:Bank: Kotak Mahindra BankAccount Number: **********Mohammad Tariq KhanC/o Ankita GuptaIBM Ind P Ltd IA Tax TeamBlkD* *th Floor Manyata Business ParkOuter Ring Road NagawaraBangalore - ******I shall look forward for your favourable response.With sincere regardsMohammad Tariq Khan",TAKEN UP WITH SUBORDINATE ORGANISATION,01-04-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-21",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,344
CBODT/E/2019/07092  ,DEAR SIR I AM WORKING IN SBI BNK BRANCH MAJHOLA ***** UP AS A BC BUNINESS COORD INATOR BANK PER MONTH TDS DEDUTE FORMY COMMISION AND FEED OWN TAN NO BUT BANK NOT FEED MY PAN NO SO MY PAN AND FARM **AS BLANK SHOW AND I TALK TO BANKLOT OF T IME PLZ FEED MY TDS TO MY PAN NO BUT BAN K TAKE NO ANY ACTION SO PLZ HELP ME TO F EED MY TDS IN MY PAN **AS MY PAN NO CCLPK****Q AND FINANCIAL YEAR ****-**** Assessment Year ****-**** PER MONTH TDS DEDUCTION MONTH BYSAPRIL ****      ****MAY  ****         ***JUNE ****      ****JULY ****         ****AUGUST ****    ***SEPTEMBER  ****    ***OCT ****        ***DEC ****    ***JAN ****       ****FEB  ****     ****MARCH ****   ****DEAR SIR I WANT TO KNOW WHERE IS MY DEDUCT MONEY  BECAUSE BANK DEDUCT TDS FROM MY COMMISION  BUT DEDUCT TDS NOT SHOW MY PAN  SO WHERE GONE DUDUCT MONEY PAN BANK DEDUCT TDS FEED OWN TAN NO  MUMS*****F  PLZ HELP ME TO FEED MY TDS MY PAN NO CCLPK****Q,TAKEN UP WITH SUBORDINATE ORGANISATION,11-04-19,State Bank of India,SBI LHO LUCKNOW, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.,348
CBODT/E/2019/07094  ,"*.	I filed a Tax Evasion Petition against Shri R.K. Gupta (PAN: ABWPG****K) WITH UID ********C of Category Z dated **/**-**-****-FCRR-***/**.*. Almost * years have passed since the TEP was registered.*. As per CIC Decision CIC/CBODT/A/****/******-BJ dated **.**.**** the Commission instructed the Respondent (ITO Ward ** (*) New Delhi) to disclose the broad outcome of the investigation to the Appellant as soon as the investigation is completed. (pdf attached)*. Also during the CIC proceedings The Respondent Ward ** (*) explained that the matter was under investigation and that necessary explanation from the Assessee had been called for and that the next date of hearing had been fixed for **.**.****. *. Subsequently ITO Ward ** (*) told that the matter was under investigation and that necessary explanation from the Assessee had been called for and that the next date of hearing had been fixed for **.**.**** as per RTI REPLY F.No. ITO/ward -**(*)/****-**/*** dated **.*. ****. *. I would like to bring to your kind notice that **.*.**** was a holiday on account of Holi Festival.*. I smell something fishy at the Office of the ITO **(*) Delhi the way this TEP is being dealt with as deliberately a DATE OF HEARING WAS GIVEN TO THE ASSESSE WHICH WAS A HOLIDAY. A TEP is being taken lightly and callously despite multiple proceedings have taken place.RELIEFR SOUGHT:*. I humbly request you to look into the matter so that the Government of India gets the due revenue to its credit after making tax recovery and take appropriate action for tax evasion against the tax evader and erring officials under Operation CLEAN MONEY as There appears to be a malafide intention as to why the AO is not providing the specific information despite orders from The Central Information commission as per CIC Decision CIC/CBODT/A/****/******-BJ dated **.**.**** and providing date of hearing to the assessee on a National holiday.*. Provide me with the BROAD OUTCOME OF INVESTIGATION AS PER CIC Decision CIC/CBODT/A/****/******-BJ dated **.**.****",TAKEN UP WITH SUBORDINATE ORGANISATION,14-05-19,Addl. CIT Range 61 New Delhi,ITO Ward 61 2 New Delhi, Kindly redress the grievance within ** days time limit prescribed from the date of filing of grievance.,351
CBODT/E/2019/07095  ,WITH REFERENCE TO ASSESSMENT OF THE FY ****** IT IS SUBMITTED THAT WE HAD COMPLIED WITH WHICH AND EVERY NOTICES ISSUED BY THE DEPARTMENT BUT NO RESPONSE HAS BEEN RECEIVED FROM THE DEPARTMENT. WE HAD ALSO FILED PETITION FOR RECTIFICATION UNDER SECTION *** OF THE INCOME TAX ACT **** TWICE BUT STILL NO RESPONSE HAS BEEN RECEIVED. FURTHER WITHOUT ANY COMMUNICATION  THE DEPARTMENT HAD ADJUSTED OUR REFUND AND NO COMMUNICATION HAS BEEN RECEIVED. KINDLY DO THE NEEDFUL IN THIS REGARD.,TAKEN UP WITH SUBORDINATE ORGANISATION,09-04-19,CHIEF COMMISSIONER OF INCOME TAX RANCHI,Commissioner of Income tax Ranchi, The Jurisdiction of PAN-AADFO****Cover lies with DCIT Cir-* Ranchi. The PCIT is requested to look into the matter and redress grievance at the earliest.,352
CBODT/E/2019/07097  ,Assessment Year: ****-**Demand as per Department: Rs. *****/-Demand as per Me: NILReason: As per the intimation no full credit of TDS has been provided. Therefore I am attaching Form ** for the reference.,TAKEN UP WITH SUBORDINATE ORGANISATION,02-04-19,Income Tax,ITO W 69 2, The AO  is directed to redress the grievance within ** days time limit prescribed from the date of filing of grievance.,356
CBODT/E/2019/07099  ,"I Somraj Biswas refer to the assessment order order dated ** December **** issued under Section ***(*) of the Act for the AY ****-** wherein a refund of Rs ****** has been determined and the submissions filed on * May **** ** September **** and  ** January ****. In this context please find below the grievance petition for the Assessment Year ****-**:I respectfully submit that I am yet to receive the refund determined in the assessment order. Further I respectfully submit the following documents for your kind perusal-*.	Copy of Assessment Order under Section ***(*) of the Act*.	Submissions filed on * May **** ** September **** and ** January **** and*.	Copy of NSDL refund status for the Assessment Year ****-**Also inspite of the regular follow ups the refund of Rs ****** has not been issued to me till now the same is causing undue hardship to me. Hence I request you to issue the refund due to me at the earliest to the below mentioned address-Somraj BiswasC/o Ankita GuptaIBM Ind P Ltd IA Tax TeamBlkD* *th Floor Manyata Business ParkOuter Ring Road NagawaraBangalore - ******The bank account details are as under:Name of Bank: Kotak Mahindra BankAccount Number: **********IFSC Code: KKBK*******I shall look forward for your favourable response.With Sincere RegardsSomraj Biswas",TAKEN UP WITH SUBORDINATE ORGANISATION,01-04-19,CHIEF COMMISSIONER OF INCOME TAX KOLKATA,"Commissioner of Income Tax, Kolkata-21",** दिनों की समय सीमा के भीतर शिकायत का निवारण किया जाना चाहिए। यदि इसे हल करने में अधिक समय लग सकता है तो शिकायत पर एक कार्यवाही रिपोर्ट पीजी पोर्टल पर अपलोड की जानी चाहिए और देरी के कारण के साथ अंतरिम उत्तर याचिकाकर्ता को भेजा जाना चाहिए। कृपया शिकायत के निवारण पर दस्तावेजी सबूत के साथ अंतिम रिपोर्ट अपलोड करें।It is requested that the matter may kindly be examined URGENTLY and the grievance may be redressed within the time limit of ** days and FINAL ACTION TAKEN REPORT should be uploaded strictly within such time. In case it is likely to take longer time to redress then an Action Taken Report on the grievance is to be uploaded on CPGRAMS portal within such time. Kindly upload the final report along with documentary evidence on redressal of grievance. ,360
CBODT/E/2019/07100  ,I have uploaded my application in PDF File,TAKEN UP WITH SUBORDINATE ORGANISATION,11-04-19,"Commissioner of Income Tax, BHATINDA",WARD 1 4 MANSA, Kindly look into the matter and do the needful at the earliest.,361
