registration_no,action_srno,action_name,date_of_action,org_name,org_name2,remarks
CBODT/E/2019/11168,4,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
CBODT/E/2019/11171,2,TRANSFER TO OTHER ORGANISATION,27-05-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11171,4,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
CBODT/E/2019/11172,2,TRANSFER TO OTHER ORGANISATION,27-05-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11172,4,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
CBODT/E/2019/11173,2,TRANSFER TO OTHER ORGANISATION,27-05-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11173,4,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
CBODT/E/2019/11174,2,TRANSFER TO OTHER ORGANISATION,27-05-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11174,4,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry, Please examine the grievance at an appropriate level for redressal. Action Taken on the grievance may be intimated to the petitioner and a copy of the reply sent to him be uploaded on CPGRAMS along with ATR.
CBODT/E/2019/11188,12,TRANSFER TO OTHER ORGANISATION,20-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी के दायरे में नहीं आता है।	This matter does not come under the purview of CBDT."
CBODT/E/2019/11229,2,TRANSFER TO OTHER ORGANISATION,28-05-19,Central Board of Direct Taxes (Income Tax),Government of Gujarat," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11391,2,TRANSFER TO OTHER ORGANISATION,29-05-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11468,2,TRANSFER TO OTHER ORGANISATION,30-05-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11468,4,TRANSFER TO OTHER ORGANISATION,24-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry, यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया। This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end.
CBODT/E/2019/11545,2,TRANSFER TO OTHER ORGANISATION,31-05-19,Central Board of Direct Taxes (Income Tax),Department of Health & Family Welfare," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11608,17,TRANSFER TO OTHER ORGANISATION,05-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Insurance Division), Kindly take action and upload the final status report at the earliest.
CBODT/E/2019/11613,2,TRANSFER TO OTHER ORGANISATION,03-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी के दायरे में नहीं आता है। आप सीबीआईसी से संपर्क कर सकते हैं।	This matter does not come under the purview of CBDT. You may contact CBIC as the matter relates to GST."
CBODT/E/2019/11616,2,TRANSFER TO OTHER ORGANISATION,04-06-19,Central Board of Direct Taxes (Income Tax),Government of Haryana,Kindly look into the matter as grievance mentioned above pertains to you.
CBODT/E/2019/11774,12,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division), 
CBODT/E/2019/11785,2,TRANSFER TO OTHER ORGANISATION,04-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry, Kindly look into the matter and resolve the grievance.
CBODT/E/2019/11906,2,TRANSFER TO OTHER ORGANISATION,06-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11928,2,TRANSFER TO OTHER ORGANISATION,07-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Insurance Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/11930,2,TRANSFER TO OTHER ORGANISATION,06-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12111,2,TRANSFER TO OTHER ORGANISATION,07-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12125,2,TRANSFER TO OTHER ORGANISATION,07-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12144,2,TRANSFER TO OTHER ORGANISATION,07-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12187,2,TRANSFER TO OTHER ORGANISATION,10-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12275,2,TRANSFER TO OTHER ORGANISATION,10-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12284,2,TRANSFER TO OTHER ORGANISATION,10-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12307,2,TRANSFER TO OTHER ORGANISATION,10-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12350,2,TRANSFER TO OTHER ORGANISATION,11-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Labour and Employment," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12373,2,TRANSFER TO OTHER ORGANISATION,11-06-19,Central Board of Direct Taxes (Income Tax),Government of Andhra Pradesh," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12451,12,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division), 
CBODT/E/2019/12472,2,TRANSFER TO OTHER ORGANISATION,12-06-19,Central Board of Direct Taxes (Income Tax),Government of Haryana," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12493,2,TRANSFER TO OTHER ORGANISATION,12-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Labour and Employment," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12651,17,TRANSFER TO OTHER ORGANISATION,19-08-19,Central Board of Direct Taxes (Income Tax),Department of Expenditure, As the matter pertains to your department the same is forwarded to your office for necessary action.
CBODT/E/2019/12693,2,TRANSFER TO OTHER ORGANISATION,13-06-19,Central Board of Direct Taxes (Income Tax),Government of Punjab," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12713,2,TRANSFER TO OTHER ORGANISATION,14-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12749,2,TRANSFER TO OTHER ORGANISATION,14-06-19,Central Board of Direct Taxes (Income Tax),Government of Uttar Pradesh," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12784,2,TRANSFER TO OTHER ORGANISATION,14-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12832,37,TRANSFER TO OTHER ORGANISATION,25-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division), As the matter pertains to your department the same is forwarded to your office for necessary action.
CBODT/E/2019/12870,2,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Home Affairs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12879,2,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Government of Haryana," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12895,2,TRANSFER TO OTHER ORGANISATION,17-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी के दायरे में नहीं आता है।	This matter does not come under the purview of CBDT."
CBODT/E/2019/12902,14,TRANSFER TO OTHER ORGANISATION,04-07-19,Central Board of Direct Taxes (Income Tax),Department of Posts, Kindly take action and upload the final status report at the earliest.
CBODT/E/2019/12909,2,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Ministry of Labour and Employment," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12940,32,TRANSFER TO OTHER ORGANISATION,25-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division), As the matter pertains to your department the same is forwarded to your office for necessary action.
CBODT/E/2019/12960,2,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12981,2,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/12983,2,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13011,2,TRANSFER TO OTHER ORGANISATION,18-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13043,15,TRANSFER TO OTHER ORGANISATION,26-07-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division), As the matter pertains to your department the same is forwarded to your office for necessary action.
CBODT/E/2019/13076,2,TRANSFER TO OTHER ORGANISATION,19-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13094,2,TRANSFER TO OTHER ORGANISATION,19-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13105,44,TRANSFER TO OTHER ORGANISATION,23-08-19,Central Board of Direct Taxes (Income Tax),Ministry of Railways ( Railway Board)," यह मामला सीबीडीटी के दायरे में नहीं आता है।	This matter does not come under the purview of CBDT."
CBODT/E/2019/13125,2,TRANSFER TO OTHER ORGANISATION,19-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13155,22,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division), कृपया इस मामले को देखें और जल्द से जल्द स्टेटस रिपोर्ट अपलोड करें।     Kindly look into the matter and upload the status report at the earliest.
CBODT/E/2019/13161,2,TRANSFER TO OTHER ORGANISATION,20-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13163,2,TRANSFER TO OTHER ORGANISATION,20-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13360,2,TRANSFER TO OTHER ORGANISATION,24-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13365,2,TRANSFER TO OTHER ORGANISATION,24-06-19,Central Board of Direct Taxes (Income Tax),Government of Puducherry," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13443,32,TRANSFER TO OTHER ORGANISATION,20-08-19,Central Board of Direct Taxes (Income Tax),Department of Posts, AS THE MATTER PERTAINS TO YOUR DEPARTMENT THE SAME IS TRANSFERRED TO YOUR OFFICE FOR NECESSARY ACTION.
CBODT/E/2019/13537,2,TRANSFER TO OTHER ORGANISATION,25-06-19,Central Board of Direct Taxes (Income Tax),Department of Financial Services (Banking Division)," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13601,2,TRANSFER TO OTHER ORGANISATION,25-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13672,2,TRANSFER TO OTHER ORGANISATION,25-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
CBODT/E/2019/13726,2,TRANSFER TO OTHER ORGANISATION,27-06-19,Central Board of Direct Taxes (Income Tax),Central Board of Indirect Taxes and Customs," यह मामला सीबीडीटी से संबंधित नहीं है। शिकायत की सामग्री के अनुसार मामला आपके संगठन / मंडल से संबंधित है / हो सकता है। इसलिए आपके अंत में आगे की आवश्यक कार्रवाई के लिए अग्रेषित किया गया।	This matter does not pertain to CBDT. As per the content of the grievance the matter pertains/may pertain to your organization/division. Hence forwarded for further necessary action at you end."
